title,heading,content,tokens
India at the 2020 Summer Olympics,Badminton,"The qualification was based on the Badminton World Federation (BWF) rankings published on 15 June 2021 for the period between 29 April 2019 and 25 April 2021. Each NOC was permitted to enter a maximum of two players each in the men's and women's singles if both were ranked in the world's top 16. Similar regulations were also applied to the doubles event with each NOC allowed to enter a maximum of two pairs if both are ranked in the top eight. The remaining NOCs were entitled to one qualified per event until the quota for the event was exhausted. However, due to the COVID-19 pandemic, BWF confirmed that the qualification period technically closed on 15 June 2021 as no further play was possible, with the qualification decided by the rankings till the date.
India qualified a lone shuttler each in the men's and women's singles. Sai Praneeth and P. V. Sindhu qualified by virtue of being placed 13th and 7th in the BWF rankings respectively. The Indian pair of Chirag Shetty and Satwiksairaj Rankireddy, who were ranked ninth, qualified for the men's doubles event. India entered all the four players who qualified for the tournament with one entry each in the men's and women's singles and a pair in the men's doubles. Sindhu had won the silver medal in the women's singles at the 2016 Games.
In the men's singles events held at Musashino Forest Sport Plaza, Sai Praneeth was eliminated from the competition after losing both his opening round matches. In the men's doubles, the Indian pair won two matches including the only victory over the eventual gold medalists Lee Yang and Wang Chi-lin of the Chinese Taipei and lost one in the group stage. The team did not progress to the next round as three teams finished with the same points and only the top two qualified based on the points difference.
In the women's singles event, Sindhu won both her group stage matches and the elimination round in straight sets. In the quarterfinals, she took the first set against two-time world champion Akane Yamaguchi of Japan. She won the second set by a scoreline of 22-20 to secure the match. In the semifinals, she lost to second seed and eventual silver medalist Tai Tzu-ying of Chinese Taipei. In the match for the third place, she beat He Bingjiao of China in straight sets to secure a bronze medal, her second medal in the Summer Olympics after the silver in the previous Games in 2016.

Legend: W = Win; L = Loss; Q = Qualified for the next phase",546
India at the 2020 Summer Olympics,Boxing,"The qualification to the Olympic Games was determined by the performance of the boxers at the four continental Olympic qualifying tournaments (Africa, Americas, Asia & Oceania, and Europe) and at the World Olympic qualification tournament. The final list of qualifiers was announced on 15 July 2021.
In the men's event, India qualified five boxers Amit Panghal, Manish Kaushik, Vikas Krishan Yadav, Ashish Kumar, and Satish Kumar in the flyweight, lightweight, welterweight, middleweight, and super heavyweight categories respectively at the Olympic qualifying event for Asia/Oceania held at Amman, Jordan. Four women boxers also qualified for the Games via the same tournament. The list included 2012 bronze medalist and six-time world champion Mary Kom in the flyweight category apart from Simranjit Kaur (lightweight), Lovlina Borgohain (welterweight) and Pooja Rani (middleweight).
The boxing events took place from 24 July to 8 August 2021 at the Ryōgoku Kokugikan. In the men's events, except Satish Kumar, none of the boxers advanced past the first round. In the super heavy weight category, Kumar won his first bout against Jamaican Ricardo Brown before losing to Uzbek Bakhodir Jalolov in the next round by a unanimous point decision.
In the women's events, Kaur lost her first round bout while the other three secured victories. Kom lost her round of 16 bout to Ingrit Valencia of Colombia in a 2–3 split decision. Rani was defeated by eventual silver medalist Li Qian in the quarterfinals of the middle weight category. Borgohain won her first round against Nadine Apetz of Germany in a 3-2 split decision before defeating Chen Nien-chin of the Chinese Taipei in the quarterfinals. Though she lost against Busenaz Sürmeneli of Turkey, her performance ensured a bronze medal. She became the second Indian female boxer to win an Olympic medal after Kom.

Men

Women

Legend: W = Win; L = Loss",437
India at the 2020 Summer Olympics,Equestrian,"As per the International Federation for Equestrian Sports (FEI), NOCs that did not qualify for the eventing team competition could earn up to two individual places based on the individual rankings. Indian rider Fouaad Mirza qualified for the individual eventing by finishing in the top two of the individual FEI Olympic rankings for Group G (Southeast Asia and Oceania).
Mirza was the third Indian ever to qualify for the Olympic equestrian competition and India entered a rider into the competition for the first time after more than two decades. The event was held at the Tokyo Equestrian Park between 29 July and 2 August. In the dressage event, Mirza finished ninth among 63 competitors with a penalty score of 28 points. In the cross-country event that followed, he acquired 11.20 points as penalties to stand 22nd after the event with a combined score of 39.2. In the final event of jumping, he accumulated further penalty scores of 20.4 over the two jumps to finish in 23rd place with an overall penalty score of 59.6.",224
India at the 2020 Summer Olympics,Fencing,"In addition to individuals who have qualified for the team events, six quota places were awarded based on the Fédération Internationale d'Escrime (FIE) rankings which included the top two fencers from each of Europe and Asia-Oceania, and the top fencer from Africa and the Americas. C. A. Bhavani Devi earned a spot in the women's sabre event as one of the two highest-ranked fencers from the Asia-Oceania region in the FIE adjusted rankings. She became the first Indian fencer to qualify for the Olympic Games.
The main event was held at the Makuhari Messe on 26 July 2021. Devi defeated Nadia Ben Azizi of Tunisia in the first round by a score of 15–3. However, she was eliminated in the next round after losing to Manon Brunet of France. She trailed 2–8 going into the final round. Though she managed to secure the most points of any round in the final round, the match ended with a finals core of 15–7 in favor of the French fencer.

Legend: W = Win; L = Loss",242
India at the 2020 Summer Olympics,Men's tournament,"As per the International Hockey Federation (FIH), teams were allowed to qualify basis continental games (2018 Asian Games for Asia) and the 2019 Men's FIH Olympic Qualifiers. The men's team qualified by securing one of the seven spots available at the Olympic qualifiers at Bhubaneswar after they defeated Russia in a playoff. Hockey India announced the 16-member hockey team for the Games on 18 June 2021, which included ten Olympic debutants.
The main event was held from 24 July to 5 August 2021 at the Oi Hockey Stadium with the matches held behind closed doors. India was placed in pool A in the group stage. In the group stage, India scored a narrow one goal victory over New Zealand in the first match before losing heavily to Australia in the second match by a scoreline of 1–7. The Indian team recovered to score three consecutive victories against Spain, Argentina and hosts Japan. The team qualified for the quarter-finals after being placed second in the group. India won 3–1 against Great Britain in the quarter-finals before losing 2–5 to Belgium in the semi-finals. In the bronze medal match against Germany, India trailed 1–3 early in the game before outscoring the opponent in the second half to win the match. This was the country's first medal in the sport in more than 40 years after the gold at the 1980 Games.

Team roster
The squad was announced on 18 June 2021.
Head coach: Graham Reid

Group play

Quarterfinal

Semifinal

Bronze medal game",321
India at the 2020 Summer Olympics,Women's tournament,"As per the qualification system published by the FIH, similar to men's qualification, teams were allowed to qualify basis continental games (2018 Asian Games for Asia) and the 2019 Women's FIH Olympic Qualifiers. The women's team qualified for the Olympics by securing one of the seven spots available at the Olympic qualifiers. India defeated United States in a playoff at the qualifiers to secure the berth.
India was placed in pool A in the group stage. In the group stage, India lost the first three matches against Netherlands, Germany and Great Britain. India achieved two narrow victories by one goal margins over Ireland and South Africa to finish fourth in the group stage. India won a 1–0 victory against Australia in the quarter-finals before they lost to Argentina in the semi-finals by a scoreline of 1-2. In the bronze medal match against Great Britain, India led 3–2 before losing by a scoreline of 3–4 to miss out on a medal. This was Indian women's team's best ever performance in the Olympic Games.

Team roster
The squad was announced on 17 June 2021.

Head coach:  Sjoerd Marijne

Group play

Quarterfinal

Semifinal

Bronze medal game",260
India at the 2020 Summer Olympics,Golf,"The qualification to golfing events was based on the International Golf Federation (IGF) Official World Golf Ranking for men and Women's World Golf Rankings for women as of 21 June 2021 and 28 June 2021 respectively, with a total of 60 players qualifying in each of the men's and women's events. The top 15 players qualified directly with a limit of four golfers per NOC. The remaining spots went to the highest-ranked players from NOCs that did not already have two golfers qualified, with a limit of two per NOC.
Two male golfers Anirban Lahiri, and Udayan Mane garnered the final two qualifying spots based on the above criteria. Female golfer Aditi Ashok qualified through her ranking based on the qualification criteria. On 28 July 2021, Indian golfer Diksha Dagar received an invitation from the IGF to compete in the women's individual event following a late withdrawal of South African golfer Paula Reto. India sent four golfers to the Games, the maximum that was possible under the IGF guidelines with Ashok and Lahiri participating in their second Olympic Games.
The men's individual event was held between 29 July and 1 August followed by the women's individual events between 4 and 7 August at the Kasumigaseki Country Club. In the men's event, Lahiri had a good first round shooting five under par to be ranked tied eighth. But a poor second round pushed him down the order before a brief recovery with a four under par score in the third round. He eventually finished tied 42nd after an on par fourth round with an overall score of 279 (five under par). Mane had the worst first round scoring four over par to be ranked last amongst the 60 participants and never recovered. Though he fared better in the next three rounds, he finished tied 50th with a combined score of six over par.
In the women's event, Ashok had a brilliant first round scoring five under par to be ranked tied second. She retained her second place in the next two rounds with a combined score of nine under par after the third round. But in the last round, she slipped to fourth after she missed a birdie on the 17th hole and eventually shot a score of 68. She finished with a combined score of 269 (15 under par) and just outside the medal positions in fourth. Dagar had a sub-par outing and finished tied 50th with a score of 290 (six over par).

Legend: T = Tied",511
India at the 2020 Summer Olympics,Gymnastics,"As per the International Gymnastics Federation (FIG), NOCs that have qualified teams were allowed to enter four members the individual events. A maximum of two further places were allocated based on an aggregate of scores achieved over the Artistic Gymnastics World Cup series and the various continental artistic gymnastics championships. Indian gymnast Pranati Nayak secured the last of two available berths in the women's individual all-around competition from the Asian region based on the 2020 Continental Championships. Nayak became the second Indian ever to participate in the gymnastics competition at the Olympics after Dipa Karmakar in the previous games.
The qualification for the main event was held on 25 July at the Ariake Gymnastics Centre. In the vaulting event, she attempted a vault with a difficulty rating of five and was placed 56th amongst 85 competitors with a score of 13.466. In the other three events, she was ranked in the eighties. She finished with a combined score of 42.565 to be ranked 79th in the final classification and did not qualify for the final.",224
India at the 2020 Summer Olympics,Judo,"Each NOC could enter a maximum of 14 judokas for the event with one in each weight division. The qualification was determined by the world ranking list prepared by International Judo Federation (IJF) as on 28 June 2021. The top 18 were awarded straight quotas apart from continental quotas that were awarded by IJF. The entire Indian contingent had to withdraw from the Asia-Oceania Olympic qualifiers at Bishkek due to few members testing positive for COVID-19.
As per the final qualification list published on 5 July, one Indian judoka Shushila Likmabam was awarded an entry in the women's 48 kg category. She qualified under the continental quota as one of the top two ranked Asians outside the top 18 of the rankings and was the lone Indian judoka at the Games.
The main event was held on 24 July at the Nippon Budokan. Likmabam competed against Eva Csernoviczki of Hungary in the round of 32. She lost the bout after the opponent scored an ippon and was eliminated from the competition.

Legend: W = Win; L = Loss",240
India at the 2020 Summer Olympics,Rowing,"As per the World Rowing Federation (FISA), the initial qualifying spots were awarded to the NOCs based on results at the 2019 World Rowing Championships held in Ottensheim, Austria from 25 August to 1 September 2019. At the championships, countries qualified boats rather than crews and were allowed to make crew changes for the Olympics for the qualified boats. Berths were also distributed to the nations at the four continental qualifying regattas in Asia and Oceania, Africa, Latin America, and Europe before the final unallocated berths were distributed at the Olympic Qualification Regatta held in Lucerne, Switzerland in May 2021. All qualifying NOCs were limited to one berth per event, and only NOCs with fewer than two berths from the World Championships were allowed to compete in the continental qualifying regattas. India qualified one boat in the men's lightweight double sculls for the Games by winning the silver medal and securing the first of three berths available at the 2021 FISA Asia & Oceania Olympic Qualification Regatta held at Tokyo in May 2021.
The main event took place at the took place between 24 and 29 July at the Sea Forest Waterway in Tokyo Bay. Indian rowers Arjun Lal and Arvind Singh finished fifth in the opening heats to move into the repechage rounds. The Indian team finished third in the repechage round to move into semifinals ""A/B"", where they ended in sixth to qualify for the final ""B"". The pair clocked just under six minutes and 30 seconds in the finals to be placed 11th place overall, the best ever finish for India at the rowing competition at the Summer Games.

Legend: FB = Final B (non-medal); SA/B = Semifinals A/B; QF = Quarterfinals; R = Repechage",381
India at the 2020 Summer Olympics,Sailing,"The qualification period for the sailing event commenced at the 2018 Sailing World Championships in Aarhus, Denmark where about forty percent of the total quota was awarded to the top NOCs. Six quota places were allocated at the 2018 Asian Games and 2019 Pan American Games, with 61 quotas across events distributed to the sailors at the World Championships in 2019. The final continental qualification regattas were held in 2021 to decide the remainder of the total quota.
Indian sailors qualified one boat for each of the men's laser, men's 49er and Women's laser radial events at the Asian continental regatta held in April 2021. This was the first time India qualified for multiple sailing events at a single Games. Vishnu Saravanan qualified for the men's laser event for the first time with the duo of K.C. Ganapathy and Varun Thakkar competing in the men's 49er event. In the women's laser radial event, Nethra Kumanan became the first Indian woman to qualify for the sailing event at the Summer Games.
The sailing events were held off the coast of Enoshima from 25 July to 1 August. In the men's laser event, Sarvanan was ranked 14th after the first round but slipped down the rankings in the later rounds. He finished with 156 net points to be ranked 20th and recorded the best ever finish by an Indian sailor in the event. In the 49er event, the Indian duo were classified 17th amongst the 20 boats in the competition. In the women's laser radial event, Kumanan finished the first round in 33rd amongst the 41 competitors but recovered to finish in the top 20 in the next two rounds. But, she slipped down the order in the later and ended with 251 net points to be ranked 35th in the final classification.

Legend: EL = Eliminated – Did not advance to the medal race;  * = Worst race result not counted in the overall score",401
India at the 2020 Summer Olympics,Shooting,"As per the International Shooting Sport Federation (ISSF) guidelines, quota places for the Games were allocated to the NOCs based on the results at designated ISSF supervised events held from 1 September 2018 to 6 June 2021. Four quota places in individual events were awarded to the shooters who competed in the respective mixed team events (rifle, pistol, and trap). 
Initial quota places were allocated only to the NOCs, who were then allowed to choose the individual shooters. After the initial quotas were allocated, shooters were granted entries based on the ISSF world rankings, which were awarded directly to the individual shooters and were not permitted to be changed by the NOCs.
India secured 15 quota places for the Games. At the 2018 ISSF World Shooting Championships held in September 2018 in Changwon, South Korea, Anjum Modgil and Apurvi Chandela secured India's first two quotas for the women's 10 m air rifle event by finishing second and fourth respectively. In the first ISSF World Cup in 2019 held at New Delhi, Saurabh Chaudhary secured a quota for the men's 10 m air pistol event. Abhishek Verma secured a second quota in the same category after he won the gold medal at the ISSF World Cup held at Beijing. In the same event, Divyansh Singh Panwar secured a quota for the men's 10 m air rifle event. Rahi Sarnobat achieved an Olympic berth in the women's 25 m pistol and Manu Bhaker won a quota in the women's 10 m air pistol in the subsequent World Cup event held at Munich. In the 10 m air pistol event, India achieved a second quota after Yashaswini Deswal won gold in the World Cup event at Rio de Janeiro while Sanjeev Rajput claimed a quota in the men's 50 m rifle three positions at the same event.
India claimed six more Olympic berths at the 2019 Asian Shooting Championships held at Doha. Deepak Kumar won a second quota in the men's 10 m air rifle event after he secured a bronze medal. In the women's 25 m pistol, Chinki Yadav achieved a second quota after she won the event. Tejaswini Sawant and Aishwary Tomar secured spots in the women's and men's 50 m rifle three positions events respectively. Angad Bajwa and Mairaj Ahmad Khan secured spots in the men's skeet competition after finishing in the top two in the skeet event. On 5 April 2021, National Rifle Association of India (NRAI) officially announced a squad of fourteen shooters for the rescheduled Games. As Bhaker achieved an additional quota in the women's 25 m pistol event, NRAI opted to exchange the quota achieved by Yadav for an additional place in the women's 50 m rifle 3 positions event, which was eventually awarded to Moudgil. Elavenil Valarivan took the spot secured by Moudgil in the 10 m air rifle event while rest of the qualifiers were granted entries to the respective events in which they qualified. India also secured entries for two teams each in the 10 m air rifle and 10m air pistol mixed team events.
The shooting events were held from 24 July to 2 August 2021 at the Asaka Shooting Range. Despite having 20 entries across ten events, the Indian shooters fared poorly and won no medals. Except Chaudhary and Bhaker, the other shooters failed to qualify for the final rounds. In the men's 10 m air pistol event, Chaudhary topped the qualifiers with a score of 586 but finished seventh amongst the eight finalists. Similarly in the mixed event, Chaudhary teamed with Bhaker to qualify on top with a score of 582 but finished in seventh place in the final standings.

Men

Women

Mixed

Legend: Q = Qualified for the next round",801
India at the 2020 Summer Olympics,Swimming,"As per the Fédération internationale de natation (FINA) guidelines, a NOC was permitted to enter a maximum of two qualified athletes in each individual event, who have achieved the Olympic Qualifying Time (OQT). If the quota was not filled, one athlete per event was allowed to enter, provided they achieved the Olympic Selection Time (OST). The qualifying time standards should have been achieved in competitions approved by World Aquatics in the period between 1 March 2019 to 27 June 2021. FINA also allowed NOCs to enter swimmers (one per gender) under a universality place even if they have not achieved the standard entry times (OQT/OST).
Sajan Prakash clocked a time of 1:56.38 in the 200 m butterfly event to set a new national record in the 2021 Sette Colli trophy in Rome and achieved the OST for the 200 m butterfly event, set at 1:56.48. Srihari Nataraj set a time of 53.77 in the trials at the same event to better the OST for the men's 100 m backstroke event set at 53.85. Prakash was the first Indian swimmer to qualify directly for the Olympic Games and this was his second Olympic Games after he participated in the 2016 Olympics on a universality quota. Woman swimmer Maana Patel received an entry into the women's 100 m backstroke event via a universality invitation from FINA.
The swimming events were held at the Tokyo Aquatics Centre. In the men's 100m backstroke event, Nataraj finished 27th out of the 41 competitors with a time of 54.31 and failed to qualify for the next round. In the men's 200m butterfly event held on 26 July, Prakash registered a time of 1:57.22 in the second heat to be ranked 24th amongst the 36 swimmers and did not progress to the next round. Similarly in the 100m butterfly event held on 29 July, he failed to make it to the semi-finals after finishing 46th amongst the 60 swimmers. Patel also failed to progress beyond the heats after being placed 39th.",449
India at the 2020 Summer Olympics,Table tennis,"According to the International Table Tennis Federation (ITTF), each NOC was allowed to enter up to six athletes, two male and two female athletes in singles events, up to one men's and one women's team in team events, and up to one pair in mixed doubles. Qualification was awarded through a combination of ITTF rankings, continental quotas and world qualification tournaments. In the Asia Qualification Event held at Doha in March 2021, India qualified two individual athletes each in the singles categories and one team in the mixed doubles event.
Sathiyan Gnanasekaran and Sutirtha Mukherjee won the men's and women's singles categories while three-time Olympian Sharath Kamal and 2018 Commonwealth Games champion Manika Batra secured the remaining spots as the highest-ranked eligible table tennis players in the same competition.
The main events were held at the Tokyo Metropolitan Gymnasium between 24 July and 6 August in which 173 athletes representing 57 NOCs competed across five events. In the Men's singles event, Gnanasekaran lost his first match against Lam Siu-hang of Vietnam by a 3-4 scoreline. He led 3–1 before losing three successive sets to be eliminated from the competition. Kamal won his first round match against Tiago Apolónia of Portugal, but lost 1–4 to eventual gold medalist Ma Long of China in the next round.
In the women's singles event, Mukherjee defeated Sweden's Linda Bergström in the first round before losing to Fu Yu of Portugal in straight sets in the next round. Batra won the first round against Tin-Tin Ho of Great Britain and defeated Margaryta Pesotska of Ukraine in the next round. However, she lost to Sofia Polcanova in straight sets in the third round, which ended the Indian competition in the event. In the mixed doubles, the Indian pair of Kamal and Batra lost in straight sets to Lin Yun-ju and Cheng I-ching of Chinese Taipei in the opening round.

Legend: W = Win; L = Loss",434
India at the 2020 Summer Olympics,Tennis,"As per the International Tennis Federation, the main qualifying criterion was based on the players' positions on the ATP Entry Ranking and WTA ranking lists published on 14 June 2021. Additionally, players had to have been part of the nominated team for three Billie Jean King Cup (women) or Davis Cup (men) events between the 2016 and 2020. This requirement was reduced to two events if the player had represented their nation at least twenty times. Each NOC could enter six athletes of each gender with a maximum of four entries in the individual events, and two pairs in the doubles events. The top 56 ranked players in the singles event qualified directly with spots allocated to subsequent ranked players if the NOCs exhaust the quota of four. For the doubles event, top ten ranked players qualified directly and were allowed to choose their partners ranked under 300.
Sumit Nagal, who was ranked 144, did not secure a direct entry but qualified later for the men's singles event after several higher ranked players withdrew. Yuki Bhambri, who was ranked 127 qualified initially, but withdrew because of a knee injury. India entered a pair for the women's doubles event by using Sania Mirza's protected ranking of nine in the WTP rankings. Mirza partnered Ankita Raina in the event. This was the fourth Olympic participation for Mirza, who had reached the semi-finals in the 2016 Games, narrowly missing out on a medal.
The main events were held between 24 July and 1 August at the Ariake Tennis Park. In the first round of the women's doubles event held on 25 July, the Indian pair won the first set 6–0 against the Ukrainian pair of Lyudmyla and Nadiia Kichenok in 21 minutes. The Indian pair led 5–3 in the second set with Mirza serving for the match. But the Ukrainian pair took three of the next four points to force a tie-break, which they won. They went on to win the match after winning the super tie-break to knock the Indian pair out of the competition. In the men's singles event, Nagal won the first set against Uzbek Denis Istomin before losing the second set on a tie-break. He took the third set to win the match and qualified for the next round. In the second round, Nagal lost in straight sets to then world number two Daniil Medvedev, which ended India's participation in the event.

Legend: W = Win; L = Loss",510
India at the 2020 Summer Olympics,Weightlifting,"As per the guidelines set by the International Weightlifting Federation (IWF), each NOC was allowed to enter a maximum of eight competitors with four per gender. The top eight athletes by ranking points in each weight category qualified directly subject to the above condition. The IWF released its qualification list on 28 June 2021. India was restricted to only half the quota places due to previous doping violations. Saikhom Mirabai Chanu qualified for the women's −49 kg category after she was ranked second in the category on the IWF Absolute World Rankings.
The main event that took place on 24 July at the Tokyo International Forum. In the snatch, Chanu lifted 84 kg lift in her first attempt and cleared 87 kg in the later attempt. In the clean and jerk, she lifted 110 kg in the first attempt before improving to 115 kg. Her combined effort of 202 kg was good enough for a silver medal. She became the first Indian medalist at the Games, won India's first ever silver medal in weight lifting, and the first weightlifting medal since 2000.",218
India at the 2020 Summer Olympics,Wrestling,"As per the United World Wrestling, each NOC was allowed to enter a maximum of 18 wrestlers with one per event. Quotas were allocated at the 2019 World Wrestling Championships, continental tournaments (2021 Asian Wrestling Olympic Qualification Tournament for Asia) and 2021 World Wrestling Olympic Qualification Tournament. In the World Championships held at Nur-Sultan in September 2019, India achieved three men's quota places through Ravi Kumar Dahiya (57 kg), Bajrang Punia (65 kg), Deepak Punia (86 kg and one in the women's category through Vinesh Phogat (53 kg). In the Asian qualification tournament held at Astana in April 2021, India women wrestlers achieved two more quota places through Anshu Malik (57 kg), and Sonam Malik (62 kg). Seema Bisla (women's 50 kg) and Sumit Malik (men's 125 kg) achieved final quota places at the World Olympic qualifiers at Sofia in May 2021. Sumit Malik was disqualified following a positive doping test and the quota place he had claimed was taken off. This left India with a total of seven wrestlers in the competition.

The wrestling events took place between 1 and 7 August at the Makuhari Messe in Mihama-ku. In the women's 62 kg event held on 3 August, Sonam Malik was eliminated after losing her initial round of 16 bout to Khürelkhüügiin Bolortuyaa of Mongolia. Though both scored two points each, the Mongolian progressed as she had obtained the highest point score for a single move after her two points for a take down. In the women's 57 kg event held on the following day, Anshu Malik lost to Iryna Kurachkina of Belarus in the first round. As losers to eventual finalists were allowed to compete in a repachage round for bronze, she faced Valeria Koblova in the initial repechage bout but lost to her by a scoreline of 1–3. In the men's 57 kg event held on the same day, Dahiya won against Óscar Tigreros of Colombia in the first round and Georgi Vangelov of Bulgaria in the quarterfinals by technical superiority and qualified for the semifinals. In the semi-finals next day, he faced Nurislam Sanayev of Kazakhstan. He trailed 2–9 to the Kazakh before he pinned his opponent and won the match to qualify for the final. He lost to Zaur Uguev in the final by a score of 4–7 and settled for a silver medal. He became the second Indian wrestler to win a silver medal at the Olympic Games after Sushil Kumar in the 2012 Games.
Deepak Punia won the opening bout easily against Ekerekeme Agiomor of Nigeria in the men's 86 kg category. In the quarterfinals, he defeated Lin Zushen of China by a margin of 6–3. In the semifinals held on 4 August, David Taylor of the United States defeated him on technical superiority. In the bronze medal contest, he lost to Myles Amine by a difference of two points to miss out on a medal. In the women's 53 kg category, world number one Phogat started win a 7–1 win over Sofia Mattsson of Sweden in the first match before she lost to Vanesa Kaladzinskaya of Belarus in the quarterfinals to be eliminated from the competition. In the women's 50 kg category, Bisla lost her opening bout to Sarra Hamdi of Tunisia on her Olympic debut and was eliminated from the competition. In the men's 65 kg category, Bajrang Punia secured a first round victory over Ernazar Akmataliev of Kyrgyzstan by countback after the scores were tied. He pinned Morteza Ghiasi of Iran to win the quarterfinal bout. In the semifinals, he was defeated by Haji Aliyev of Azerbaijan. He defeated Daulet Niyazbekov in the bronze medal bout by a score of 8–0 to win India's second wrestling medal in the Games.

Freestyle",850
Athletics at the 2020 Summer Olympics – Men's shot put,Summary,"The men's shot put event at the 2020 Summer Olympics took place between 3 and 5 August 2021 at the Japan National Stadium. Thirty-one athletes from 22 nations competed. For the first time in Olympic history, the same three competitors received the same medals in back-to-back editions of an individual event. Americans Ryan Crouser and Joe Kovacs and New Zealander Tom Walsh repeated their gold, silver, and bronze (respectively) performances from the 2016 Summer Olympics. They became the 15th, 16th, and 17th men to earn multiple medals in the shot put; Crouser was the 4th to repeat as champion.",134
Athletics at the 2020 Summer Olympics – Men's shot put,Background,"This was the 29th appearance of the event, which is one of 12 athletics events to have been held at every Summer Olympics.
At the US Trials, Ryan Crouser broke the 29 year old world record by 25 centimetres. He was already the defending Olympic Champion. But the entire podium returned from Rio and silver medalist Joe Kovacs beat Crouser at the 2019 World Championships. Bronze medalist Thomas Walsh matched Crouser at the championships which Walsh won in 2017. Kovacs and Walsh were =#4 and #6 of all time respectively with their marks from that 2019 competition. #11 Darlan Romani, #17 Michał Haratyk, #19 Konrad Bukowiecki, #21 Bob Bertemes and #25 Tomáš Staněk were also in the field.
Bahrain made its men's shot put debut. The United States made its 28th appearance, most of any nation, having missed only the boycotted 1980 Games.",207
Athletics at the 2020 Summer Olympics – Men's shot put,Qualification,"A National Olympic Committee (NOC) could enter up to 3 qualified athletes in the men's shot put event if all athletes meet the entry standard or qualify by ranking during the qualifying period. (The limit of 3 has been in place since the 1930 Olympic Congress.) The qualifying standard is 21.10 metres. This standard was ""set for the sole purpose of qualifying athletes with exceptional performances unable to qualify through the IAAF World Rankings pathway."" The world rankings, based on the average of the best five results for the athlete over the qualifying period and weighted by the importance of the meet, will then be used to qualify athletes until the cap of 32 is reached.
The qualifying period was originally from 1 May 2019 to 29 June 2020. Due to the COVID-19 pandemic, the period was suspended from 6 April 2020 to 30 November 2020, with the end date extended to 29 June 2021. The world rankings period start date was also changed from 1 May 2019 to 30 June 2020; athletes who had met the qualifying standard during that time were still qualified, but those using world rankings would not be able to count performances during that time. The qualifying time standards could be obtained at various meetings during the given period with the approval of the IAAF. Both outdoor and indoor meets are eligible. The most recent Area Championships may be counted in the ranking, even if not during the qualifying period.
NOCs can also use their universality place—each NOC can enter one male athlete regardless of time if they had no male athletes meeting the entry standard for an athletics event—in the shot put.
Entry number: 32. No ranking necessary to complete the field.",338
Athletics at the 2020 Summer Olympics – Men's shot put,Competition format,"The 2020 competition continued to use the two-round format with divided final introduced in 1936. The qualifying round gave each competitor three throws to achieve a qualifying distance (not yet set; 2016 used 20.65 metres); if fewer than 12 men did so, the top 12 would advance. The final provided each thrower with three throws; the top eight throwers received an additional three throws for a total of six, with the best to count (qualifying round throws were not considered for the final).",103
2020 United States Olympic trials (track and field),Summary,"The 2020 United States Olympic trials for track and field were staged in Eugene, Oregon, having been moved from the initially selected Hilmer Lodge Stadium in Walnut, California. This was first major event for the redesigned and rebuilt Hayward Field.
Organized by USA Track and Field and TrackTown USA, the ten-day competition was originally scheduled for June 19–28, 2020, but was rescheduled to June 18–27, 2021 due to the COVID-19 pandemic and the postponement of the 2020 Summer Olympics to 2021. It is serving as the national championships in track and field for the United States.
The results of the event determined qualification for the American Olympic team at the 2020 Summer Olympics, to be held in Tokyo. Provided they had achieved the Olympic standard or are in the World Athletics ranking quota, the top three athletes in each event gained a place on the Olympic team. In the event that a leading athlete did not hold the standard, or an athlete withdrew, the next highest finishing athlete with the standard was selected instead. USA Track and Field announced their Olympic roster based on these guidelines on July 6, 2021.
The trials for the men's and women's marathon were held on February 29, 2020 in Atlanta and the trials for the men's 50 km race walk were held on January 25, 2020 at San Diego Christian College and the Santee Town Center station in Santee, California.
Multiple rising high school and collegiate track athletes such as Nico Young, Erriyon Knighton, Hobbs Kessler, and Sha'Carri Richardson participated in the trials. Multiple world-leads, US records, and world records were broken during the trials such as Sydney McLaughlin's 400m hurdles WR of 51.90 during the finals, Erriyon Knighton's U-18 and U-20 200m record of 19.84 in the finals, and Ryan Crouser's shot put WR of 23.37m.",398
2020 United States Olympic trials (track and field),Qualification,"USA Track & Field sets minimum performances standards for entry into the national championships. In order to merit entry into the championships, an athlete must meet that standard, or better, within a set time frame prior to the competition.
All qualifying performances for the U.S. Olympic trials must be attained on a standard outdoor track in the period

Wednesday, May 1, 2019 through Sunday, June 6, 2021,
or on an indoor track, in the same event, in the period 

Wednesday, January 1, 2020 through Sunday, June 6, 2021;
except for the 10,000 meters, Decathlon & Heptathlon and 20 km Race Walks, whose qualifying period is from 

Tuesday, January 1, 2019 through Sunday, June 6, 2021.
The qualifying performance for the men's 50 km Race walk must be attained in the period 

Monday January 1, 2018 through Sunday, January 12, 2020.

There are also automatic qualifying criteria outside of the entry standards. Athletes who are the reigning indoor or outdoor national champion are automatically qualified to enter that event.
Qualifying marks must be attained in a 2020 U.S. Olympic trials event. No qualifying marks will be allowed using alternate events, except for the men's Mile run as follows: An appeal to use a Mile qualifying mark for the 1500 will be accepted only if the mile mark was made during the 2020 season, from Wednesday, January 1, 2020 through Sunday, June 6, 2021, and the mark is 3:54.00 or better.
For events over distances from 100 m to 800 m, performances will only be accepted if fully automatic timing (FAT) is used. For performances beyond that distance, FAT times are also used, but in the event that the athlete has not recorded a FAT performance, a manually recorded time may be used. There will be no adjustment for marks made at altitude. Wind-assisted performances will not be accepted for 2020 U.S. Olympic trials qualifying.",411
